Date of Notice|Business Type|region|company|Number Affected|Layoff Date|Reason for Dislocation|Classification
3/20/2020|Restaurant|New York City Region|Fat 3 Muscle LLC dba Lillie's|53|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/19/2020|Hotel|New York City Region|Jane Street Hotel, LLC|111|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/26/2020|Party Rental|Long Island Region|Broadway Party Rentals, Inc.|141|6/24/2020|Economic|Plant Closing
3/25/2020|Childhood Center|New York City Region|Yeled v'Yalda Early Childhood Center, Inc.|762|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/24/2020|Airline Security|New York City Region|Prosegur Services Group at John F. Kennedy International Airport|97|3/24/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Award Manufacturer|Mid-Hudson Region|Crown Awards|282|3/13/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/24/2020|Automobile Sales|Long Island Region|440 Jericho Turnpike Auto Sales, LLC dba Ford & Lincoln of Smithtown|43|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/25/2020|Country Club|Long Island Region|Crest Hollow Country Club dba Crest Hollow Club at Woodbury, Inc.|287|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Restaurant|New York City Region|Old Homestead Steakhouse|52|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Logistics and Supply Chain Solutions|North Country Region|SpencerARL New York, Inc.|107|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Layoff
3/24/2020|Hotel|Mohawk Valley Region|Delta Hotels by Marriott|-----|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Partial Temporary Closing
3/23/2020|Mattress Store|Capital Region|Sealy|140|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/22/2020|Restaurant|New York City Region|70 Pine Ops dba Crown Shy|150|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/16/2020|Hotel|New York City Region|The William Vale Staffing, LLC dba The William Vale|77|3/14/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/22/2020|Hotel|New York City Region|Highgate Hotels LP (impacted workers at The Renwick Hotel)|-----|3/28/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|School|New York City Region|Auditory Oral School of New York|65|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Law Firm|Long Island Region|Picciano & Scahill, P.C.|50|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Manufacturing|Mid-Hudson Region|Nexans Energy USA, Inc.|127|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Winter Sports Center|Central Region|Greek Peak Holdings and Hope Lake Holdings|577|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/24/2020|Winter Sports Center|Central Region
|Togg Holdings LLC aka Toggenburg Mountain|216|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/24/2020|Motor Vehicle Sales|Long Island Region|Patchogue 112 Motors, LLC dba Stevens 112 Ford|52|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Plant Layoff
3/20/2020|Hotel|New York City Region|Hotel Indigo Brooklyn|25|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Hotel|Financial District - New York City Region|Aloft Manhattan Downtown|21|3/12/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/24/2020|Hotel|New York City Region|Fitzpatrick Manhattan Hotel|60|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/25/2020|Retail|New York City Region|America's Kids LLC|63|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/26/2020|Human Services Agency|New York City Region|HELP USA|67|6/30/2020|Economic|Plant Demolition
3/18/2020|Restaurant|New York City Region|ilili Box Canal Street, LLC|130|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Hotel|New York City Region|Marriott Vacation Worldwide|84|3/21/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Hotel|New York City Region|Marriott Resorts Hospitality Corporation dba Marriott Vacation Club Pulse New York|93|3/28/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/24/2020|Hotel|Finger Lakes Region|AFP 108 Corp. dba DoubleTree by Hilton Rochester|85|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Partial Plant Closing
3/22/2020|Hotel|New York City Region|Hilton Fashion and Hilton Garden Inn|150|3/22/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/26/2020|Restaurant|New York City Region|38 West 26th Street Restaurant Corp. dba Flatiron Hall|49|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/25/2020|Restaurant|New York City Region|Havatequila Restaurant Partners, LLC|138|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/25/2020|Electric Company|New York City Region|Forest Electric Corp.|72|3/25/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Restaurant|New York City Region|GFB Restaurant Corp.|47|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/20/2020|Restaurant|New York City Region|IMNY GS, LLC|32|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/20/2020|Restaurant|New York City Region|II Mulino Gramercy, LLC|28|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/26/2020|Catering|Long Island Region|Chateau Briand Caterers|124|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/26/2020|Catering|Long Island Region|Watermill Caterers|94|3/26/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/25/2020|Restaurant|Long Island Region|SS Bijou LLC dba Jewel|121|3/26/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/25/2020|Restaurant|Long Island Region|Jericho Restaurant Associates LLC dba Rare650|96|3/26/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Telemarketing|Finger Lakes Region|DialAmerica|138|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/25/2020|Hotel|White Plains - Mid-Hudson Region|The Crowne Plaza|85|3/30/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/27/2020|Debt Collection|Western Region|Coast Professional, Inc.|65|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/27/2020|Debt Collection|Finger Lakes Region|Coast Professional, Inc.|240|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/25/2020|Restaurant|Mid-Hudson Region|California Pizza Kitchen (store #107)|37|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/27/2020|Restaurant|New York City Region
|SBE dba Umani 57th Street and Privilege Bar|71|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Restaurant|New York City Region|Grand Oaks, SSC&R LLC|51|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Restaurant|New York City Region|Ruby's United LLC dba Happiest Hour|45|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Restaurant|New York City Region|Mr Jonesing LP, dba ACME|41|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/25/2020|Restaurant|Long Island Region|One North 106 LLC dba One North|87|3/26/2020|Maria Russo, Human Resources Director|Temporary Plant Layoff
3/25/2020|Restaurant|Long Island Region|Smithtown Steakhouse LLC dba Insignia Prime Steak Sushi|105|3/26/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/25/2020|Restaurant|Long Island Region|SS 110 LLC dba One 10|163|3/26/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/25/2020|Restaurant|Long Island Region|Melville Steakhouse LLC dba Blackstone Steakhouse|123|3/26/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Layoff
3/23/2020|Restaurant|New York City Region|Koi NY LLC dba Koi New York|109|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Restaurant|New York City Region|Birote Corporation dba El Mitote|37|3/21/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/26/2020|Restaurant|Long Island Region|Peter Luger of Long Island, Inc. dba Peter Luger Steak House|61|3/29/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/21/2020|Healthcare|Long Island Region|Premier Cardiology Consultants, PLLC|59|3/22/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/25/2020|Hotel|New York City Region|Four Points by Sheraton Manhattan Soho|34|3/25/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary  Plant Closing
3/26/2020|Restaurant|New York City Region|Tribeca Kitchen LLC dba Little Park|83|3/14/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|Hey Mambo LLC dba Bustan NYC|18|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Hotel|New York City Region|Chambers Operating, LLC dba The Chambers Hotel|43|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Restaurant|New York City Region|CMR Rest Corp. dba Ella NYC|25|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/24/2020|Healthcare|New York City Region|Somos Healthcare Providers, Inc.|129|6/30/2020|Company Reorganization|Plant Layoff
3/27/2020|Restaurant|New York City Region|56th & Park F&B Management LLC dba The Restaurant at 432 Park Avenue|26|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Waste disposal and removal services|Western Region|Allied Waste Services of North America, LLC||Layoffs will occur on June 17, 2020 or the 14-day period beginning on that date.||Plant Layoff
3/17/2020|Restaurant|New York City region|Swiss White Int'l LLC dba Ray's|13|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Restaurant|New York City Region|South Central Restaurant, LLC dba TIJUANA PICNIC|33|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/27/2020|Retail|New York City Region|Rent the Runway, Inc.|36|4/1/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Restaurant|New York City Region|48th Restaurant Associates, LLC dba Avra Estiatorio|101|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Restaurant|New York City Region|Grand Plaza, The Elegant Manor, Inc.|28|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Restaurant|New York City Region|57th Restaurant Associates, LLC dba Rue57 Brasserie|119|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Restaurant|New York City Region|Sixty Hospitality, LLC dba Avra Madison Estiatorio|212|2/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/25/2020|Restaurant|New York City Region|210 the G, LLC|140|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/25/2020|Retail|New York City Region|TR Apparel, LLC|47|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Plant Layoff
3/19/2020|Hotel|New York City Region|377 Greenwich Operating, LLC dba The Greenwich Hotel|76|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/25/2020|Hotel|New York City Region|Pod BK Hotel, LLC|49|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/21/2020|Restaurant|JFK - New York City Region|HMSHost|246|3/11/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/21/2020|Restaurant|Long Island Region|HMSHost|16|3/11/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Perfume Manufacturing|Long Island Region|Quality Fragrance Group|83|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Cellular Sales|Long Island Region|We Sell Cellular LLC|42|3/22/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/17/2020|-----|Mid-Hudson Region|BOD GYM LLC|9|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/24/2020|Restaurant|Mid-Hudson Region|Dig Inn Rye Ridge LLC aka DIG|7|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/17/2020|Restaurant|Mid-Hudson Region|BLANCO PLAINS LLC dba BLOCKHEAD BURRITOS|20|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Hotel|Embassy Suites Syracuse - Central Region|Aimbridge Hospitality|84|3/22/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Hotel|Central Region|Chesapeake Hospitality (Doubletree by Hilton Downtown Syracuse)|-----|-----|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Hotel|North Country Region|Chesapeake Hospitality (Crowne Plaza Lake Placid)|-----|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Hotel|New York City Region|30 Park Place Hotel LLC|204|3/30/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Retail|Long Island Region|Karako|-----|-----|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Advertising|Long Island Region|Visconti Advertising|-----|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Retail|New York City Region|Karako of Cross Bay Blvd. LTD|-----|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|School|New York City Region|Strivright, Inc.|265|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Electrical Contracting|New York City Region|Patriot Electric Corp.|69|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Restaurant|New York City Region|Medusa Greek Taverna|21|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Restaurant|New York City Region|Bogota Latin Bistro|34|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Restaurant|New York City Region|Miti Miti Modern Mexican|29|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/21/2020|Hair Salon|New York City Region|Scott J. Salons|202|3/21/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/23/2020|Dentist|Capital Region|McDonnell and McMann Pediatric Dentistry, PLLC dba The Smile Lodge|108|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
7/13/2018|Restaurants|New York City Region|Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)|||Expiration of lease|Plant Closing
11/27/2019|Leading global IT services company|Finger Lakes Region|HCL America, Inc.|11|:|Economic|Plant Layoff
1/7/2020|Leading global IT services company|Finger Lakes Region|HCL America, Inc.|37|3/19/2020|Leading global IT services company|Finger Lakes Region|HCL America, Inc.|16|11/27/2019|Leading global IT services company|Finger Lakes Region|HCL America, Inc.|11||Economic|Plant Layoff
1/7/2020|Leading global IT services company|Finger Lakes Region|HCL America, Inc.|37|3/23/2020|Amusement Machine Supplier|Western Region|Innovative Concepts in Entertainment|79|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Hotel and Restaurant|New York City Region|The Collective Paper Factory|48|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|IHI-NY, LLC (Ilili Restaurant)|130|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Restaurant|Capital Region|BWP2West, LLC dba 2 West Bar and Grille|30|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/24/2020|Hotel|New York City Region|Crescent Hotels & Resorts, LLC (Holiday Inn Manhattan Financial District)|41|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/26/2020|Construction|Long Island Region|Global Facility Management & Construction, Inc.|44|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Restaurant|New York City Region|IM 60th Street LLC|61|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Restaurant|Long Island Region|IM Long Island Restaurant Group|26|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Layoff
3/18/2020|Resort|Western Region|Scott's Peak n' Peek Resort LLC|669|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/25/2020|Hotel|New York City Region|Fairfield Inn New York Manhattan/Fifth Avenue|27|3/14/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant  Closing
3/21/2020|Restaurant|New York City Region|Masa NY, LLC dba Masa and Bar Masa|58|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/20/2020|Hotel|New York City Region|Mr. C Manager Seaport Hotel|40|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant  Layoff
3/20/2020|Hotel|New York City Region|Renaissance New York Chelsea|34|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/20/2020|Hotel|New York City Region|Soho 54 Hotel|37|3/19/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/20/2020|Hotel|New York City Region|Four Points by Sheraton Manhattan Chelsea|39|3/24/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/26/2020|Restaurant|New York City Region|Prince Sullivan LLC dba The Dutch|120|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/26/2020|Restaurant|New York City Region|WV Hospitality LLC Leuca/Westlight/William Vale Hotel|195|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/26/2020|Restaurant|New York City Region|Lafayette Street Partners II LLC dba Lafayette|149|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/17/2020|Restaurant|New York City Region|Carmine's Broadway Feast, Inc.|159|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Hotel|New York City Region|Crowne Plaza HY36 Midtown Manhattan|55|3/25/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/16/2020|Restaurant|New York City Region|Russo's Payroll Group, Inc. (Russos on the Bay, Vetro Restaurant, and Russos Fresh Gourmet)|429|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/20/2020|Restaurant|New York City Region|Schatzi Corp, Wallse Restaurant|32|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/19/2020|Restaurant|New York City Region|Rocco's Tacos and Tequila Bar|88|3/19/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/19/2020|Hotel|Sahara Plaza LLC - New York City Region|The Plaza|251|3/22/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|XFF Kitchen LLC|54|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|147 West 46th Operating Inc. (TGIF Restaurant)|53|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Restaurant|New York City Region|211 West 34 Operating LLC (TGIF Restaurant)|43|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Restaurant|New York City Region|No. 604 5th Ave. Inc.  (TGIF Restaurant)|60|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Restaurant|New York City Region|47 Realtop Corp. (TGIF Restaurant)|29|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/18/2020|Restaurant|New York City Region|Taft Friday 50 St. LLC (TGIF Restaurant)|53|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/15/2020|Hotel|New York City Region|The Mermaid Holding Company LLC and The Mermaid Inn (3 locations)|6|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/20/2020|Retail|New York City Region|Kg715 Inc., Upholstery Store|7|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/17/2020|Hotel|Normandy LLC - New York City Region|The Sofitel New York|85|3/22/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|CUT by Wolfgang Puck|74|3/29/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Hotel|New York City Region|EVEN Hotel Times Square South|35|3/24/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|Lobster Place, Inc.|246|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/19/2020|Restaurant|New York City Region|Indikitch (5 NYC locations)|-----|March 18, 2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/19/2020|Hotel|New York City Region|246 Spring Street NY LLC dba The Dominick|48|3/19/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/16/2020|Restaurant|New York City Region|38 MacDougal LLC dba Shuka|93|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/17/2020|Restaurant|New York City Region|MEXCHESTER LLC dba BLOCKHEADS BURRITOS|27|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/24/2020|Hotel|New York City Region|The Roger Hotel|50|3/29/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/21/2020|Hotel|New York City Region|Standard East Village Employer, LLC|71|3/22/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/19/2020|Hotel|New York City Region|Marlton Hotel Operating, LLC|97|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Hotel|New York City Region|Luxe Life Hotel|15|3/22/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/24/2020|Restaurant|New York City Region|Pump 80 Pine LLC dba DIG|31|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/24/2020|Restaurant|New York City Region|Pump 52nd Street LLC dba DIG|26|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/24/2020|Restaurant|New York City Region|55th Street Restaurant Operating LLC dba DIG|22|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/22/2020|Hotel|New York City Region|Cachet Boutique NYC|40|3/22/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/24/2020|Restaurant|New York City Region|Pump 275 Madison Ave Restaurant Operating LLC aka DIG|23|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/24/2020|Restaurant|New York City Region|Dig Inn 1319 First Avenue LLC dba DIG |273|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing/Layoff
3/20/2020|Hotel|New York City Region|The Carlyle, LLC dba The Carlyle, A Rosewood Hotel|250|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/22/2020|Restaurant|New York City Region|OTG JFK T5 Venture, LLC|362|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/17/2020|Restaurant|New York City Region|CASA 91 LLC dba BLOCKHEADS BURRITOS|18|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/23/2020|Retail|New York City Region|Warp Weft World Inc.|8|3/23/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/17/2020|Restaurant|New York City Region|BENNY'S BURRITOS Inc.|26|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/20/2020|Restaurant|New York City Region|Red Rooster Harlem, LLC|138|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/16/2020|Restaurant|New York City Region|White Walker LLC dba Frenchette|111|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/17/2020|Restaurant|New York City Region|MIL LLC dba MOTHER BURGER|16|3/17/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Closing
3/15/2020|Restaurant|New York City Region|BURGER & BARREL (B&B WINEPUB)|50|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/15/2020|Restaurant|New York City Region|SESSANTA LLC- BISTROT LEO and BUTTERFLY|76|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/15/2020|Restaurant|LURE FISHBAR - New York City Region|142 Mercer Street LLC|136|3/15/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Layoffs
3/16/2020|Manufacturing|Western Region|Sunny Sky Products, LLC|21|5/1/2020|Economic|Plant Closing
3/16/2020|Restaurant|New York City Region|Hotel 35, LLC aka Black Craft Burgers & Beer|88|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/16/2020|Restaurant|New York City Region|Black Tap Midtown, LLC aka Black Tap Craft Burgers & Beer|86|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Gym|New York City Region|Rumble Fitness, LLC|146|3/18/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/20/2020|Real Estate|New York City Region|Ennismore International USA, Inc.|8|3/20/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|Casa Mono - New York City Region|Pola Restaurant Inc.|45|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|Del Posto (Il Posto LLC)|163|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|Felidia Restaurant Inc.|50|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|Lupa Osteria Romana (Red Clam LLC)|46|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
3/18/2020|Restaurant|New York City Region|Otto Enoteca Pizzeria, Pane Sardo LLC|52|3/16/2020|Unforeseeable business circumstances prompted by COVID-19|Temporary Plant Layoff
